0,what is the filmmakers collabrative
2,what russian composer  s prelude in c sharp minor brought him fame and fortune
0,what caused harry houdini  s death
2,who was the mother of the man who would not be king   the duke of windsor
3,how many revolutions does a standard lp make in three minutes
4,what is the name of the tallest mountain in the world
4,where can i find a review of nightmare on elm street in a film journal
1,what  s the slowest olympic swimming stroke
2,what was the name of the first russian astronaut to do a spacewalk
1,what disease is transmitted by the anopheles mosquito
1,what rum is so    mixable    it is a one brand bar
3,how many south american countries have the letter z in their names
0,what is the contents of proposition 98
4,where was george washington born
3,how many people on the ground were killed from the bombing of pan am flight 103 over lockerbie   scotland   december 21   cd
2,who wrote nn dt nnp nnp
0,what is paracetamol
0,what are the powers and weaknesses of green lantern  s ring
1,which mosquito  s bite draws blood   dt nn cc dt nn
3,when was the first steel mill in the united states built
2,what diminutive american female gymnast stole the show at the 1984 olympics
0,what is the origin of the name katie
2,what schools in the washington   dc nn nn vbp nn nn nn nn
3,when did the berlin wall go up
2,who is terrence malick
1,what instrument is ray charles best known for playing
0,what  s the meaning of the latin battle cry : ad arma   ad arma
1,what is the mascot for notre dame university
4,what las vegas hotel burned in november   1980   with the loss of 84 lives
3,when did mount st  helen last have a significant eruption
5,cnn is the abbreviation for what
3,when did world war i start
3,how many feet are there in a fathom
0,what is a canada two penny black
4,what european city do nicois live in
0,how can i find out what year a beanie baby was introduced
0,what is the classic definition of tragic hero
1,to what does microsoft  s windows 3 owe its success
2,who was president of afghanistan in 1994
1,what are other ways of getting stretch marks besides pregnancy   weight loss   and weight lifting
1,what did brontosauruses eat
1,what color bottles do good rhine wines come in
2,who was the lead actress in the movie   sleepless in seattle
2,who was the 16th president of the united states
2,who are the two sons of ozzie and harriet nelson
0,what is molybdenum
3,when is boxing day
1,what is the lowest level of the american judiciary
3,when was the battle of the somme fought
3,how many people did randy craft kill
1,what  s the official animal of canada
3,when did spielberg direct    jaws
3,what is the size of the largest akita
1,what animal has the biggest eyes
4,what is california  s capital
2,who was the author of the book about computer hackers called    the cuckoo  s egg : tracking a spy through the maze of computer espionage
2,who was the founding member of the pink floyd band
4,what european country is home to the beer producing city of budweis
0,how do i find the balance of my social security account
0,what is the history of valentine  s day cards
4,where was christopher columbus born
1,what do italians call florence
0,how do you get to the top of the eiffel tower
5,what does   psi   stand for
4,what sea did the romans call mare nostrum
1,what  s the term for a bet before cards are dealt
1,which came first   according to genesis 1 : 2 : 22   the chicken or the egg
4,what city did the flintstones live in
1,what is latin for incompetent
1,what chemicals are used in lethal injection
2,what toy company is the world  s no 1 maker of female apparel
1,what board game does a    wood pusher    play poorly
2,which doonesbury character was likely to turn into a werewolf
5,what is the abbreviation for micro
1,what are the 7 articles of the constitution
2,who has won the most super bowls
5,what does nasdaq stand for
5,what is bph
1,what is the fastest commercial automobile that can be bought in the us
4,what stadium do the miami dolphins play their home games in
2,who has the only speaking role in    silent movie
0,why is poop sometimes different colors
3,what was einstein  s iq
3,what day was pearl harbor attacked in 1942
2,what girl  s name is    teddy    an affectionate form of
4,what state is john f  kennedy buried in
1,what is the best way to remove wallpaper
4,what u s  state has an element named for it
2,what company tabulates the ballots in voting for the academy awards
0,how did the tradition of best man start
3,how many years ago did the ship titanic sink
4,what is the deepest area of the arctic ocean
1,what are halloween  s colors
0,how is silk screening done
3,what is the latitude and longitude of el paso   texas
2,who made a boat out of gopher wood
4,where can i find a    fifth element    screensaver
2,which bloom county resident wreaks havoc with a computer
0,how do you match a name to a social security number
0,how does a rainbow form
3,what is the normal resting heart rate of a healthy adult
3,what is the population of ohio
3,how many calories are there in a big mac
0,hazmat stands for what
1,what creature scares people in the film    jaws
2,what part did john peter zenger play in the deveopment of the newspaper in america
2,who followed caesar
1,what are the four elements
2,who was the first woman golfer to earn a million
1,what  s the tallest piece on a chessboard
4,what is answers com  s address
4,where can i buy movies on videotape online
2,who does the advertizing for frito lay
2,who is the leading competitor of trans union company
1,what product did robert conrad dare people to knock off his shoulder
2,who invented the radio
3,what  s the american dollar equivalent for 8 pounds in the u k
1,what are the different approaches of systems analysis
0,how do doctors diagnose bone cancer
2,who is the man behind the pig the man who pulls the strings and speaks for miss piggy
3,what is the speed of the mississippi river
1,what are the developmental stages of a swimmer
2,what actor first portrayed james bond
4,what ocean is the largest in the world
2,who was the first american poet to win the nobel prize for literature   in 1948
3,what year did jack nicklaus join the professional golfers association tour
3,how many sonnets did shakespeare write
0,what causes the redness in your cheeks when you blush
2,who won the nobel peace prize in 1991
2,who are the challengers of the unknown
0,define the pheonix club
4,which city did christian crusaders fight to recapture from the muslims
0,what does it mean    rupee depreciates
1,what gaming devices were dubbed    mississippi marbles    and    memphis dominoes
2,who was the first coach of the cleveland browns
0,how successful is arometherapy
1,what jewish holiday saw the start of the 1973 mideast war
0,how does a copier work
3,what is the speed of the mississippi river
2,who said of super bowl iii in 1969 :    we  ll win  i guarantee it
1,what is dudley do right  s horse  s name
2,who declared :    i am down on whores and i shan  t stop ripping them
4,where does chocolate come from
1,what tv game show once saw a contestant admit to picking his toes in the shower
2,what soviet leader owned a rolls royce
4,where can i find a case on individuals with disabilities education act of 1991
1,what war did florence nightingale tend the troops in
2,who wrote the song      stardust
3,how many beatles   records went  1
2,who is the only prime minister of canada to serve 22 years but not necessarily consecutively
5,what is the abbreviation of the company name   general motors
4,what mountains lie between the arkansas and missouri rivers
2,who received the will rogers award in 1989
0,what is the function of ram
4,what  s the closest g2 spectrum yellow dwarf to earth
3,how many equal angles are there in an isosceles triangle
1,what is the fear of cockroaches called
1,what cbs soap opera was interrupted by the bulletin of john f  kennedy  s assassination
0,what is the use of a 24 hour clock instead of a 12 hour clock
2,what was the name of the lawyer who represented randy craft
2,what united states president had dreamed that he was assassinated
1,what film did lee marvin win the 1965 best actor oscar for
4,where is basque country located
1,what product does    mrs  olsen    promote
3,what time of day did emperor hirohito die
0,what is dry ice
1,what  s the most powerful card in euchre
0,what does    intractable plantar keratoma    mean
3,how many years did it take james joyce to write ulysses
1,what crop failure caused the irish famine
4,what south korean city is served by kimpo international airport
3,how many types of dogs   tails are there   three
1,what is the longest running television series
1,what predators exist on antarctica
0,what is the difference between a generator and an alternator
0,how is energy created
1,what beer advertised that it had    three rings
3,what is the quantity of american soldiers still unaccounted for from the vietnam war
1,what golfing accessory was patented by george grant on december 12
1,what are the different types of plastic
0,how is it correct to say   qigong
4,what was the highest mountain on earth before mount everest was discovered
4,where was the ligurian republic   1797 185
4,what country  s people are the top television watchers
3,when was the women  s suffrage amendment ratified
2,what polynesian people inhabit new zealand
1,what movie tour of the roman empire features the admonition :    row well and live
4,what nevada center has been dubbed the biggest little city in the world
2,what president lived at 219 north delaware street   independence   missouri
0,give a reason for american indians oftentimes dropping out of school
4,where must a soccer goalie stand to be permitted to handle the ball
0,what is the difference between classical conditioning and operant conditioning
4,in what u s  state was the first woman governor elected
0,what are some interesting facts and information about dogsledding
3,what year did hitler die
2,what famous model was married to billy joel
1,what kind of animal is babar
0,what is jane goodall known for
1,what killed bob marley
3,how much money are dumbo  s ears insured for
2,who danced into stardom with fred astaire in 1941  s you  ll never get rich
2,who is stein eriksen
0,what does the name billie mean
2,who is the fastest swimmer in the world
4,what is the highest peak in africa
4,where is procter   gamble headquartered in the u s
4,what desert has been called the garden of allah
1,what do bicornate animals have two of
0,what function does a community  s water tower serve
1,what is a fear of weakness
3,how many miles is it to ohio from north carolina
3,how much snow equals an inch of rain
5,what does g m t  stand for
0,what does inuit and eskimo mean
1,what song served as the closing theme of the johnny cash show
1,what field sport did dentist william beers promote and write a standard book of rules for
0,how do i tie dye clothes
3,when does the average teenager first have intercourse
0,why doesn  t www answers com have any answers to my questions
2,what actor  s autobiography is titled all my yesterdays
2,what russian master spy lived in the u s  under the name emil goldfus
4,where  s the 19th hole on a golf course
0,what  s nature  s purpose for tornadoes
2,who played the original charlie  s angels
4,where can i find a person  s address from a telephone number
1,what english word comes from the old french covrefeu   meaning cover fire
1,what musical instrument did prewitt play in james jones  s from here to eternity
4,where did sarge steel get his metal hand
0,what makes popcorn pop
2,who wrote the night of the iguana
1,where does your hair grow the fastest
4,what country did king gustav v reign over from 197 to 195
2,who painted mother and child
3,what is the speed of the mississippi river
4,in what area of the world was the six day war fought
4,what is the brightest star visible from earth
1,what film marked robert redford  s directorial debut
2,what was mao  s second name
1,what film or films has jude law appeared in
4,where do hyenas live
2,who is the    queen mother
1,what  s the most commonly spoken language in belgium
2,who has more dna   a man or a woman
0,what are maid rites
1,what children  s tale contains the line :    come   cinderslut   and hold this skein of wool for me
2,what level of government or governmental agency is responsible for dealing with racism
3,how many referees work a soccer game
1,what cocktail do you concoct with whisky and sweet vermouth
1,how do you say    fresh    in spanish
0,what do bee hives do in cranberry bogs
0,what caused the lynmouth floods
3,when is the tulip festival in michigan
2,who came up with the name   el nino
1,what movie did madilyn kahn star in with gene wilder
1,what type of bridge is the golden gate bridge
2,what dictator has the nickname    el maximo
2,what stereo manufacturer is    slightly ahead of its time
4,what u s  city is the queen of the pacific
2,what tv sitcom character had the maiden name ethel potter
1,what was the first lifesaver flavor
2,who kept the most famous diary in the english language
4,where can i find out the top 1 singles
3,how many degrees cooler is the inside of a cucumber than the air outside
2,what spanish artist painted crucifixion
1,what is the jewish bible called
0,why is the grass green
0,what is a firewall
2,what spy novelist served as moscow correspondent for reuter and the times of london
2,which oil company almost picked a word that meant    stalled car    in japanese as its new international name
3,how long does it take for spider man  s web to evaporate
2,who was randy steven craft  s lawyer
4,what was known as the spice island
2,who was the first host of person to person
2,name the ranger who was always after yogi bear
1,what deck of cards includes the wheel of fortune   the lovers   and death
1,what does the statue of liberty wear on her feet
2,who is the superstar in rent a cars
4,mccarren airport is located in what city
1,what household facility contains a float ball   ballcock   and overflow tube
1,what was the name of betty boop  s dog
3,what fraction of a beaver  s life is spent swimming
1,what was the bridge of san luis rey made of
0,what do economists do
4,what country has the largest sheep population
0,what do i need to do to take my dog with me to live in dominica   west indies for a year
4,what country is the world  s largest importer of cognac
3,how many years is johnnie walker black label aged
5,what does sids stand for
1,what is grenada  s main commodity export
3,how much would a black and white 1 cent stamp be worth   thomas jefferson on it
0,what makes a clitoris sensitive
4,what country has the most time zones   with 11
1,what    magic    does mandrake employ
2,who is the president of stanford university
2,whose first presidential order was :    let  s get this goddamn thing airborne
1,what was introduced commercially by bayer a g  of leverkusen   in 1899
4,what city is logan airport in
0,what is a nanometer
3,how many innings are there in a regulation softball game
3,when did cnn go on the air
4,what is the largest city on the great lakes
3,what is the telephone number for the university of kentucky
2,who invented baseball
3,how many wives did brigham young have
1,what product on the market is good for hiding facial scars
3,how long is the coney island boardwalk
4,what city gained renown for its pea soup fogs
0,what does    janelle    mean
0,how do i get another city  s newspaper
1,name a movie about the sioux indians starring kevin costner
2,who was shot in the back during a poker game in deadwood   the dakota territory
0,what are the distinct physical characterstics of the arabian horse
1,what is a fear of thunder
1,what animal has killed the most people
3,how many colleges are in wyoming
4,what russian seaport has a name meaning    lord of the east
4,where can stocks be traded on line
3,when was the battle of hastings
1,what kind of file has the extension  dbf
3,when did muhammad live
1,what then derogatory term was applied to the painters monet   sisley   pissarro   renoir and degas
0,what is a wop
0,where do rocks come from
0,how do i stop background noise in a car stereo
4,where do people mountain climb in nepal
2,what is the best college in the country
0,what is viscosity
1,what was the name of the sitcom that alyssa milano starred in with tony danza
4,what are the nordic nations
4,where on the internet can i get information about the fifth amendment on the american bill of rights
4,what u s  state borders illinois to the north
1,name a film in which jude law acted
3,what is the temperature for baking peachy oat muffins
1,what is a fear of bees
1,what vladimir nabokov novel features professor humbert in love with a 12 year old girl
0,what is a green bog
4,where did the myth of santa claus originate
1,what does a chairbound basophobic fear
4,what city is served by logan international airport
2,what wrestling star became    the incredible hulk
4,what attracts tourists to reims
1,what game do steve mcqueen and edward g  robinson play in the cincinnati kid
1,what fastener did whitcomb judson patent in 1893
0,what  s an auberge in france
2,who was the star of the 1965 broadway hit golden boy
4,where is procter   gamble based in the u s
2,what army was founded by william booth and his wife catherine
1,what does ribavirin consist of
1,name the soft drink that is    number one in the sun
4,what is the web address of the list of e mail addresses of members of the house of representatives
2,what was her real name
0,why are the ears your center of balance
2,who invented the toothbrush
1,what was the name of that popular song the creeps sang
4,where is the abominable snowman said to wander
1,what is a fear of being alone
3,how many dots make up the symbol for    because
1,what do you get by adding lactobacillus bulgaricus to milk
5,when reading classified ads   what does eenty : other stand for
3,how many hearts does an octopus have
1,what plant has the largest seed
4,what was the only country you were allowed to drive into israel from in 1979
1,what  s approaching when a cyclist shouts :    oil
2,what baseball star turned down a  1   000 a year contract because he felt he had n t earned it
1,what kind of sport is often associated with hooligans
2,what video game hero do some of his fans call chomper
3,how many holes are there in a tenpin bowling ball
1,what is the longest word in the english language
4,in what city or state do the most gay men live in
2,what tv comediennes  s characters include former movie star nora desmond   secretary mrs  wiggins and a housewife named eunice
1,what is    the bear of beers
1,name the operating system that runs on ibm compatible machines
0,what does the name    justin    mean
3,what percentage of the body is muscle
1,what color of dry wine should be served with veal roasts and chops
1,what is a golf ball made of
0,what is the amish religion
3,what does an average daycare provider get paid in new england
2,what was the name of the 187s irish terrorist group in pennsylvania mining areas
2,who played the ringo kid in the 1939 film stagecoach
2,who died 1 feet from where john f  kennedy did
0,what is the    coppertop    battery
1,what sign is the water carrier the zodiacal symbol for
1,what animals do you find in the stock market
0,what is color
3,when is the site www questions com going to open
1,what did shostakovich write for rostropovich
2,what first name was nipsy russell given at birth
0,how can i get some free technical information on electric vehicle
2,who is the youngest of the beatles
0,how did shipyard inspector james j  kilroy designate equipment as being satisfactory
0,what is a jellicle cat
4,where can i find the best free evidence for debate about russia
4,what is bill gates of microsoft e mail address
1,what is the second hardest substance
0,why did several san diego schools stop serving apples to students
4,what russian city boasts the hermitage museum
3,when is bastille day
0,what makes a tornado turn
3,how many shots can a stock m16 hold
1,what two colors are you blind to if you suffer from protanopia
0,why do n t you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize
2,who is coronado
1,what was the name of the movie that starred sharon stone and arnold schwarzenegger
0,what is artificial intelligence
1,what do flatfish eat
2,who was the first holy roman emperor
1,what can i use to remove the stubborn gummed labels from some diskettes
3,what day of the week sees the most fatal car accidents
0,what is the origin of the word   magic
1,what sport do you shag flies in
0,what is white chocolate
4,where is trinidad
2,name the organization that is presided by a security council
2,who graced the airwaves with such pearls as    do ya lo o ove me   get naked   baby
1,what kind of wine is spumante
2,who portrayed portly criminologist carl hyatt on checkmate
1,how do you say i love you in spanish
0,what does the name gina mean
1,what is the most advanced handheld calculator in the world
3,how fast is light
1,what is the belt of low pressure around the equator called
0,what are shooting stars
2,whom did the chicago bulls beat in the 1993 championship
3,when was the first american encyclopedia published
4,what  s the tallest building in new york city
0,how is easter sunday  s date determined
0,what is the motto for the state of maryland
2,who is desmond tutu
4,where can i find information on the narragansett indians and other tribes in rhode island
1,name a tiger that is extinct
3,how many quarters equal a pound
1,what kind of books does fodor  s publish
2,what are the first names of rowan and martin   the stars of tv  s laugh in
3,what chapter of the bible has the most verses
2,who is the worst us president ever
2,what asian leader was known as the little brown saint
5,what is the abbreviated expression for the national bureau of investigation
3,how fast does the fastest car go
4,what is the highest mountain in the world
4,what arch can you see from the place de la concorde
2,who sings the song    drink to me with thine eyes    by ben johnson
3,how long should a person wash their hands before they are clean
4,which way do you turn your bic to increase the flame   clockwise or counterclockwise
4,which is the wealthiest country in the world
0,how can i find a phone number of someone if i only know their email address
0,how can you contact play producers and promoters on line
2,who is the monarch of the united kingdom
1,what is a fear of passing high objects
0,what do players try to do when the music stops in a game of musical chairs
2,what are the top ten most common girl names in the us
0,why is black the color of mourning in the west
1,what is the rarest coin
1,what judith rossner novel was made into a film starring diane keaton
4,which country is australia  s largest export market
4,where is the kentucky horse park located
1,what is a fear of parasites
1,in what olympic games did nadia comaneci become popular
2,who does data collection in tourism
2,what was the name of the daughter of the virginia chief powhatan that married john rolfe
4,what is the leading pecan and peanut growing state
0,what does a nihilist believe in
0,what did richard feynman say upon hearing he would receive the nobel prize in physics
1,in what sport are these following numbers relevant : 118   126   134   142   15   158   167   177   and 19
2,who were the four famous founders of united artists
1,what 2 statues did france give to other countries
0,what are amphibians
3,how many sperm cells are in an average ejaculation
1,name the disposable razor that    costs about 19 cents
3,how far do you have to run if you hit a home run
2,who was the only u s  president to wear a nazi uniform
2,woodrow wilson served as president of what university
4,where are the tropical rain forest distributions
2,what  s the nickname of oddsmaker jimmy snyder
1,what is the fear of being loved
3,what was the number of people that randy steven craft was convicted of killing
2,what was queen victoria  s title regarding india
0,how is a hydrogen bomb different from a nuclear bomb
3,how far can a man travel in outer space
4,where was lincoln assassinated
1,what type of food makes you fat
1,what is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body
3,what was the u s  highway death toll in 1969
1,what kind of animals are dorsets   lincolns   oxfords and southdowns
1,what are the shortest and the longest songs ever produced
1,what letter is to the right of k on a typewriter keyboard
0,what is the origin and the meaning of the name      hajo
1,what is the plural of gulf
2,whose autobiography is titled yes i can
3,what year did the united states pass the copyright law
3,what percentage of americans own their homes
3,what  s the first day of the week
4,what city was president william mckinley shot in
4,what city has the world  s longest subway system
2,who claimed he killed 4   280 buffalo as food for the crew building the kansas pacific railway
0,what is bombay duck
3,how many degrees cooler is the inside of a cucumber than the air outside
2,what double talking    professor    holds a doctorate in nothing
4,what are the five most expensive cities in the world
2,what 19th century writer had a country estate on the hudson dubbed sunnyside
3,how many layers of yellow paint is a faber mongol pencil lucky enough to be sprayed with
0,what is a virtual ip address
2,what was the name of the cook on rawhide
4,what county is chicago in
3,what is the wingspan of a condor
0,what facial feature typically contains about 55 hairs
2,who was named admiral of the ocean seas and viceroy and governor general of all the islands he might discover   and also granted 10    of all profits of his voyage
0,how can i transport files from one computer to another
1,what  s the literary term for a play on words
1,what color were their horses
3,what does an average daycare provider get paid in new england
2,what author landed a 468 pound marlin without harness in the early 193  s
3,how many americans fought for the british in the american revolution
1,what kind of education do i need to become a flight attendant
1,what are the two languages of malta
3,how many oceans are there and name them
0,what happened during the blackhawk indian war of 1832
3,how many pairs of legs does a lobster have
0,what does the latin ante mortem mean
0,what does the name shawn mean
4,where is the danube
2,what lawyer won the largest divorce settlement    85 million   in u s  history for sheika dena al farri
1,what do you call a group of geese
2,who delivered his last newscast on march 6   1981
3,how many times has    louie   louie    been recorded
0,how is answers com different from knowpost com
4,what is the longest place name in the u s
3,what percent liked thatcher after she had been in power for a decade
4,where does buzz aldrin want to build a permanent   manned space station
1,what was mel gibson  s first movie
0,why was the l a  office of shea and gould closed
0,how do i start a bank
0,how do ouija boards work
1,what horse did zorro ride
0,how do you get a broken cork out of a bottle
4,where can i find correct tabs for third eye blind songs
0,how do you determine heating requirements for your home
2,what former major league left handed baseball pitcher was known as    space man
1,which hair care product told us    hate that gray   wash it away
0,why did the chicken cross the road
2,what was michelangelo  s last name
2,who is barbara jordan
2,who was the democratic nominee in the american presidential election
1,what was connecticut  s first constitution called
1,what historical event happened in dogtown in 1899
0,what is being done about the millennium bug
0,what was the claim to fame of king camp gillette
1,what is the most common kind of skin cancer in the u s
0,what is olestra
4,what asian country has a bill of rights for cows
3,how many fingers are used to draw a bow
1,what are two plants that clothes are made from
3,when was hurricane hugo
1,what is the most heavily caffeinated soft drink
2,what president to be was the first member of congress to enlist following the attack on pearl harbor
3,what was the price of varian associates   vacuum products division
3,when was    the great depression
1,what language is mostly spoken in brazil
2,what college produced the most winning super bowl quarterbacks
0,how do you solve    rubik  s cube
0,what is prepared mustard
2,what classical spanish writer warned :    all that glitters is not gold
0,what does    antidisestablishmentarianism    mean
2,what actor married john f  kennedy  s sister
1,what does a topophobic actor suffer from
2,who fired maria ybarra from her position in san diego council
3,the italian artist   maurizio pellegrin   is how old
1,what type of hunting are retrievers used for
0,what is colin powell best known for
2,who was the first black golfer to tee off in the masters
4,what city is the setting for puccini  s opera la boheme
2,what u s  president showed a fondness for munching on bee pollen bars
0,what is measured in curies
2,whose cover is that of an employee of universal import and export
2,what former president  s daughter has written a book titled murder in the white house
2,what fictional character is known as the    melancholy dane
1,italy is the largest producer of what
